time_input,IPTG_pre,aTc_pre,Var4,Var5
471,0,100,1,0
472,0,100,1,0
473,0,100,1,0
474,0,100,1,0
475,0,100,1,0
476,0,100,1,0
477,0,100,1,0
478,0,100,1,0
479,0,100,1,0
480,0,100,1,0
481,0,100,1,0
482,0,100,1,0
483,0,100,1,0
484,0,100,1,0
485,0,100,1,0
486,0,100,1,0
487,0,100,1,0
488,0,100,1,0
489,0,100,1,0
490,0,100,1,0
491,0,100,1,0
492,0,100,1,0
493,0,100,1,0
494,0,100,1,0
495,0,100,1,0
496,0,100,1,0
497,0,100,1,0
498,0,100,1,0
499,0,100,1,0
500,0,100,1,0
501,0,100,1,0
502,0,100,1,0
503,0,100,1,0
504,0,100,1,0
505,0,100,1,0
506,0,100,1,0
507,0,100,1,0
508,0,100,1,0
509,0,100,1,0
510,0,100,1,0
511,0,100,1,0
512,0,100,1,0
513,0,100,1,0
514,0,100,1,0
515,0,100,1,0
516,0,100,1,0
517,0,100,1,0
518,0,100,1,0
519,0,100,1,0
520,0,100,1,0
521,0,100,1,0
522,0,100,1,0
523,0,100,1,0
524,0,100,1,0
525,0,100,1,0
526,0,100,1,0
527,0,100,1,0
528,0,100,1,0
529,0,100,1,0
530,0,100,1,0
531,0,100,1,0
532,0,100,1,0
533,0,100,1,0
534,0,100,1,0
535,0,100,1,0
536,0,100,1,0
537,0,100,1,0
538,0,100,1,0
539,0,100,1,0
540,0,100,1,0
541,0,100,1,0
542,0,100,1,0
543,0,100,1,0
544,0,100,1,0
545,0,100,1,0
546,0,100,1,0
547,0,100,1,0
548,0,100,1,0
549,0,100,1,0
550,0,100,1,0
551,0,100,1,0
552,0,100,1,0
553,0,100,1,0
554,0,100,1,0
555,0,100,1,0
556,0,100,1,0
557,0,100,1,0
558,0,100,1,0
559,0,100,1,0
560,0,100,1,0
561,0,100,1,0
562,0,100,1,0
563,0,100,1,0
564,0,100,1,0
565,0,100,1,0
566,0,100,1,0
567,0,100,1,0
568,0,100,1,0
569,0,100,1,0
570,0,100,1,0
571,0,100,1,0
572,0,100,1,0
573,0,100,1,0
574,0,100,1,0
575,0,100,1,0
576,0,100,1,0
577,0,100,1,0
578,0,100,1,0
579,0,100,1,0
580,0,100,1,0
581,0,100,1,0
582,0,100,1,0
583,0,100,1,0
584,0,100,1,0
585,0,100,1,0
586,0,100,1,0
587,0,100,1,0
588,0,100,1,0
589,0,100,1,0
590,0,100,1,0
591,0,100,1,0
592,0,100,1,0
593,0,100,1,0
594,0,100,1,0
595,0,100,1,0
596,0,100,1,0
597,0,100,1,0
598,0,100,1,0
599,0,100,1,0
600,0,100,1,0
601,0,100,1,0
602,0,100,1,0
603,0,100,1,0
604,0,100,1,0
605,0,100,1,0
606,0,100,1,0
607,0,100,1,0
608,0,100,1,0
609,0,100,1,0
610,0,100,1,0
611,0,100,1,0
612,0,100,1,0
613,0,100,1,0
614,0,100,1,0
615,0,100,1,0
616,0,100,1,0
617,0,100,1,0
618,0,100,1,0
619,0,100,1,0
620,0,100,1,0
621,0,100,1,0
622,0,100,1,0
623,0,100,1,0
624,0,100,1,0
625,0,100,1,0
626,0,100,1,0
627,0,100,1,0
628,0,100,1,0
629,0,100,1,0
630,0,100,1,0
631,0,100,1,0
632,0,100,1,0
633,0,100,1,0
634,0,100,1,0
635,0,100,1,0
636,0,100,1,0
637,0,100,1,0
638,0,100,1,0
639,0,100,1,0
640,0,100,1,0
641,0,100,1,0
642,0,100,1,0
643,0,100,1,0
644,0,100,1,0
645,0,100,1,0
646,0,100,1,0
647,0,100,1,0
648,0,100,1,0
649,0,100,1,0
650,0,100,1,0
651,0,100,1,0
652,0,100,1,0
653,0,100,1,0
654,0,100,1,0
655,0,100,1,0
656,0,100,1,0
657,0,100,1,0
658,0,100,1,0
659,0,100,1,0
660,0,100,1,0
661,0,100,1,0
662,0,100,1,0
663,0,100,1,0
664,0,100,1,0
665,0,100,1,0
666,0,100,1,0
667,0,100,1,0
668,0,100,1,0
669,0,100,1,0
670,0,100,1,0
671,0,100,1,0
672,0,100,1,0
673,0,100,1,0
674,0,100,1,0
675,0,100,1,0
676,0,100,1,0
677,0,100,1,0
678,0,100,1,0
679,0,100,1,0
680,0,100,1,0
681,0,100,1,0
682,0,100,1,0
683,0,100,1,0
684,0,100,1,0
685,0,100,1,0
686,0,100,1,0
687,0,100,1,0
688,0,100,1,0
689,0,100,1,0
690,0,100,1,0
691,0,100,1,0
692,0,100,1,0
693,0,100,1,0
694,0,100,1,0
695,0,100,1,0
696,0,100,1,0
697,0,100,1,0
698,0,100,1,0
699,0,100,1,0
700,0,100,1,0
701,0,100,1,0
702,0,100,1,0
703,0,100,1,0
704,0,100,1,0
705,0,100,1,0
706,0,100,1,0
707,0,100,1,0
708,0,100,1,0
709,0,100,1,0
710,0,100,1,0
711,0,100,1,0
712,0,100,1,0
713,0,100,1,0
714,0,100,1,0
715,0,100,1,0
716,0,100,1,0
717,0,100,1,0
718,0,100,1,0
719,0,100,1,0
720,0,100,1,0
721,0,100,1,0
722,0,100,1,0
723,0,100,1,0
724,0,100,1,0
725,0,100,1,0
726,0,100,1,0
727,0,100,1,0
728,0,100,1,0
729,0,100,1,0
730,0,100,1,0
